Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCD07,OUT045,1788.3125
NCX29,OUT027,3713.3125
NCT42,OUT013,2376.8125
DRN59,OUT035,907.5
FDI44,OUT035,1421.5
FDA45,OUT049,2916.8125
FDP31,OUT045,1034.8125
FDY01,OUT046,1870.3125
FDT09,OUT018,1903.0
DRH03,OUT027,2971.3125
FDA36,OUT018,2691.0
NCF31,OUT017,2519.3125
FDG14,OUT049,2562.8125
FDG28,OUT027,5387.3125
FDU14,OUT049,4058.8125
FDY47,OUT019,255.3125
FDI56,OUT049,1544.8125
DRD01,OUT013,993.8125
FDM22,OUT046,963.3125
FDH33,OUT013,732.8125
DRZ24,OUT013,1922.8125
NCQ38,OUT046,1675.8125
FDO16,OUT027,2820.3125
FDU07,OUT027,3823.3125
NCB07,OUT013,3082.8125
FDU48,OUT045,2038.8125
NCM43,OUT045,2536.3125
FDR31,OUT010,432.0625
DRK49,OUT018,409.0
NCI30,OUT010,1917.8125
DRD60,OUT017,2962.8125
NCG19,OUT046,3673.8125
FDH12,OUT035,1820.5
FDM32,OUT035,1647.5
FDM27,OUT035,2657.5
NCU53,OUT027,4067.3125
NCQ18,OUT046,1551.8125
FDS10,OUT013,2886.8125
FDB33,OUT027,3959.3125
FDI12,OUT013,1463.8125
NCW42,OUT013,3508.8125
NCC06,OUT018,1755.0
FDW02,OUT017,2175.8125
NCD43,OUT017,1766.8125
FDM57,OUT018,1109.0
FDA58,OUT017,3845.8125
FDK56,OUT046,2930.3125
FDP52,OUT045,3636.8125
FDW20,OUT018,1719.0
FDS52,OUT049,1722.8125
NCT29,OUT018,1611.0
NCL54,OUT013,2830.8125
FDC05,OUT045,3108.8125
FDF34,OUT035,3320.5
FDP03,OUT027,3489.3125
FDD32,OUT010,-505.9375
FDZ10,OUT045,1976.8125
FDZ40,OUT035,1040.5
FDD51,OUT018,454.0
NCY30,OUT019,945.3125
FDP58,OUT017,3535.8125
FDV49,OUT017,4277.8125
FDY24,OUT019,-991.6875
NCO55,OUT017,1787.3125
FDR13,OUT017,2023.8125
FDS51,OUT017,1132.8125
FDP26,OUT045,1609.8125
NCB54,OUT027,3489.3125
FDF32,OUT017,3238.8125
FDN31,OUT018,2713.0
DRM48,OUT017,686.8125
FDN20,OUT049,2798.8125
DRL01,OUT046,3713.3125
FDV56,OUT049,1880.8125
DRH13,OUT027,3169.3125
FDA03,OUT017,2481.8125
FDF47,OUT027,4982.3125
FDX32,OUT046,2377.3125
FDX57,OUT049,1712.8125
NCA30,OUT045,2916.3125
FDO49,OUT013,913.8125
FDL04,OUT019,-226.6875
DRM48,OUT035,746.5
FDR16,OUT013,3432.8125
NCC19,OUT018,2743.0
NCE42,OUT045,3645.3125
FDY24,OUT017,1049.8125
FDH19,OUT049,2888.8125
FDJ46,OUT013,2801.8125
FDN45,OUT010,1610.0625
FDY08,OUT035,2392.5
FDZ37,OUT035,1618.5
NCT30,OUT045,687.3125
DRY23,OUT018,444.0
NCZ30,OUT018,1653.0
FDC44,OUT018,1516.0
FDB45,OUT035,1834.5
FDY04,OUT013,2677.8125
FDM27,OUT046,2554.3125
FDZ43,OUT017,3964.8125
FDT39,OUT019,569.3125
NCC06,OUT019,116.3125
FDL15,OUT027,3892.3125
FDL57,OUT017,4210.8125
FDU08,OUT046,1600.3125
FDK40,OUT017,4299.8125
FDQ12,OUT010,1708.0625
FDS48,OUT017,2525.8125
FDP09,OUT045,3288.8125
FDW21,OUT049,1768.8125
FDY25,OUT035,3036.5
DRE13,OUT017,1472.8125
FDV43,OUT019,-1183.6875
FDD22,OUT045,1712.8125
FDM46,OUT019,-448.6875
NCO30,OUT010,1014.8125
FDM25,OUT046,2806.3125
NCN41,OUT049,2037.8125
FDU24,OUT045,1480.8125
FDZ50,OUT046,2958.3125
FDP45,OUT013,4054.8125
NCM54,OUT045,1928.3125
FDW10,OUT019,900.3125
FDP20,OUT017,2154.8125
FDK32,OUT046,2462.3125
FDN52,OUT049,1546.8125
FDM58,OUT045,1766.8125
FDZ46,OUT027,3229.3125
NCA18,OUT018,1573.0
FDD35,OUT046,1971.3125
NCK31,OUT035,945.5
FDI40,OUT027,3098.3125
FDT50,OUT019,-286.6875
NCT06,OUT046,2604.8125
FDT31,OUT035,3129.5
FDT45,OUT049,984.8125
FDT13,OUT045,2912.8125
FDO50,OUT045,1411.8125
NCU18,OUT010,300.8125
NCR54,OUT049,3162.8125
NCO18,OUT018,2528.0
FDU09,OUT045,906.8125
FDT13,OUT018,2709.0
FDE09,OUT046,1809.3125
NCK53,OUT019,-276.6875
FDG45,OUT049,3466.8125
DRH15,OUT035,874.5
FDO21,OUT019,1716.3125
FDD14,OUT027,4338.3125
FDC09,OUT046,1707.3125
FDH45,OUT027,2212.3125
FDV32,OUT046,1056.3125
FDG12,OUT035,2137.5
FDS32,OUT013,2324.8125
NCL55,OUT018,3673.0
DRE01,OUT035,3943.5
DRE15,OUT049,1351.8125
NCL42,OUT045,3814.3125
FDP31,OUT013,1108.8125
FDN33,OUT018,1266.0
FDZ59,OUT046,2651.3125
FDE45,OUT010,925.0625
FDJ07,OUT013,1945.8125
FDQ45,OUT018,2720.0
FDM33,OUT027,4913.3125
FDO15,OUT010,-619.9375
FDM46,OUT013,1493.8125
FDR03,OUT045,3262.8125
FDY49,OUT018,2424.0
FDQ60,OUT045,1868.8125
FDW10,OUT049,2896.8125
FDO51,OUT049,906.8125
FDJ40,OUT018,1522.0
FDS20,OUT018,2615.0
FDU45,OUT013,1884.8125
FDV02,OUT035,2838.5
FDN09,OUT046,3836.3125
NCM55,OUT027,4381.3125
FDN23,OUT018,2074.0
FDY31,OUT010,397.0625
FDW03,OUT010,-146.9375
FDD14,OUT046,2876.3125
FDV23,OUT017,2106.8125
DRI03,OUT045,2719.8125
FDN13,OUT035,1719.5
FDF45,OUT027,2498.3125
FDU46,OUT035,1618.5
FDB57,OUT049,3670.8125
FDV12,OUT049,1754.8125
FDQ58,OUT013,2471.8125
NCA18,OUT017,1936.3125
FDH52,OUT049,1162.8125
FDM24,OUT018,2161.0
NCP43,OUT027,4303.3125
NCO18,OUT019,890.3125
FDM32,OUT017,1598.8125
NCL07,OUT017,735.3125
FDK03,OUT013,4070.8125
FDP59,OUT017,1793.8125
FDQ24,OUT049,4054.8125
FDQ16,OUT018,1483.0
FDU44,OUT013,2633.8125
FDH28,OUT010,-1228.9375
FDV28,OUT019,-1263.6875
FDM22,OUT045,877.8125
FDR56,OUT046,3142.3125
FDV39,OUT049,3240.8125
FDU37,OUT019,-546.6875
FDQ11,OUT010,2148.0625
FDX02,OUT045,3468.8125
NCS42,OUT018,1187.0
FDY57,OUT027,3014.3125
FDB21,OUT049,3900.8125
FDE28,OUT017,3772.8125
FDQ55,OUT017,1983.8125
FDA48,OUT049,3606.8125
FDZ19,OUT045,2688.8125
NCC43,OUT045,3886.3125
NCV18,OUT046,1289.8125
NCA42,OUT018,2249.0
FDY45,OUT046,4066.3125
NCC30,OUT045,2751.3125
FDM57,OUT013,1457.8125
FDL09,OUT010,748.0625
FDB09,OUT027,3440.3125
FDT44,OUT035,2040.5
NCT06,OUT027,4047.3125
FDX26,OUT049,3000.8125
FDK32,OUT013,2524.8125
DRA12,OUT046,2280.3125
FDO46,OUT010,1143.0625
FDE52,OUT013,1503.8125
NCH42,OUT045,3544.3125
FDV08,OUT035,883.5
FDB47,OUT018,3048.0
FDC28,OUT010,-113.9375
FDD22,OUT046,1812.3125
FDS07,OUT027,3301.3125
DRI13,OUT045,3357.8125
FDG32,OUT018,3214.0
FDU14,OUT017,4064.8125
FDD28,OUT019,-894.6875
NCP41,OUT017,1843.3125
FDS08,OUT049,2872.8125
FDX47,OUT045,2486.8125
FDC53,OUT019,-261.6875
FDQ19,OUT035,4017.5
FDL14,OUT045,2446.8125
FDM33,OUT019,1602.3125
FDA51,OUT045,1773.8125
FDZ27,OUT018,554.0
FDT04,OUT046,697.3125
DRC13,OUT049,2145.8125
FDR16,OUT027,4888.3125
FDQ03,OUT027,5232.3125
FDE38,OUT035,2810.5
DRH23,OUT027,2347.3125
FDT11,OUT019,1137.3125
FDD09,OUT035,3010.5
FDR40,OUT045,1325.8125
FDX07,OUT017,3094.8125
FDR07,OUT035,1698.5
FDA51,OUT017,1960.8125
FDT59,OUT019,1767.3125
FDF20,OUT017,3194.8125
FDR13,OUT045,1824.8125
FDY26,OUT049,3478.8125
FDW04,OUT017,2239.8125
FDK52,OUT017,3691.8125
FDN60,OUT049,2586.8125
FDM09,OUT019,849.3125
FDP46,OUT049,1530.8125
FDB50,OUT019,-649.6875
NCQ29,OUT049,4145.8125
FDP16,OUT027,5326.3125
FDX33,OUT018,2320.0
FDP07,OUT010,1146.0625
FDN22,OUT046,4005.3125
FDF39,OUT049,4288.8125
FDS21,OUT017,1155.8125
NCM42,OUT013,1735.8125
FDK50,OUT019,729.3125
DRF13,OUT027,3786.3125
FDH35,OUT018,2332.0
FDP60,OUT018,1351.0
DRJ49,OUT027,3537.3125
NCT42,OUT019,458.3125
FDE38,OUT049,2762.8125
FDI04,OUT049,3284.8125
NCH54,OUT045,2408.3125
FDT56,OUT049,1098.8125
DRD15,OUT018,3369.0
FDV58,OUT013,3091.8125
FDP21,OUT049,3116.8125
FDH05,OUT013,3748.8125
FDR10,OUT027,4029.3125
NCP06,OUT045,2291.3125
FDF33,OUT049,1824.8125
DRK37,OUT013,3008.8125
DRH49,OUT045,1292.8125
FDT58,OUT013,2683.8125
FDD41,OUT018,1443.0
FDP40,OUT018,1545.0
FDM51,OUT027,3147.3125
FDO45,OUT010,-458.9375
FDW33,OUT010,-219.9375
FDY24,OUT045,862.8125
FDB10,OUT010,1846.0625
FDM40,OUT035,2384.5
NCI06,OUT017,2944.8125
FDW12,OUT019,457.3125
FDX48,OUT027,3963.3125
NCW05,OUT027,3123.3125
FDX27,OUT017,1679.8125
DRM37,OUT045,3045.8125
FDA38,OUT045,3747.8125
FDR36,OUT046,708.3125
FDZ45,OUT046,3146.3125
FDG05,OUT017,2678.8125
FDK28,OUT013,4106.8125
FDV47,OUT045,1326.8125
FDN21,OUT045,2484.8125
FDP20,OUT027,3491.3125
FDI35,OUT045,2822.8125
DRY23,OUT013,776.8125
FDA56,OUT017,2077.8125
FDB09,OUT013,1996.8125
NCO26,OUT027,3299.3125
FDQ49,OUT018,2266.0
FDI52,OUT027,3401.3125
FDZ44,OUT027,3331.3125
FDZ09,OUT018,2320.0
FDY03,OUT049,1952.8125
NCG42,OUT017,2165.8125
DRI13,OUT027,4894.3125
FDQ32,OUT013,2091.8125
FDW16,OUT035,1662.5
FDU27,OUT046,812.3125
FDR28,OUT010,736.0625
FDQ49,OUT010,662.0625
FDS37,OUT046,1866.3125
FDW26,OUT018,3238.0
FDX12,OUT018,3601.0
NCP06,OUT013,2411.8125
FDW45,OUT010,408.0625
NCN30,OUT049,1608.8125
FDN24,OUT049,962.8125
NCL41,OUT027,1991.3125
FDR02,OUT019,-126.6875
FDD09,OUT010,982.0625
FDS33,OUT010,-507.9375
FDU22,OUT045,1843.8125
FDI53,OUT013,2649.8125
DRH01,OUT049,2859.8125
FDX32,OUT013,2354.8125
NCP30,OUT018,379.0
FDB60,OUT045,3036.8125
FDB14,OUT049,1650.8125
NCP02,OUT035,1074.5
FDJ10,OUT017,2367.8125
FDG34,OUT046,1831.3125
NCB18,OUT017,1499.3125
FDM16,OUT049,1366.8125
FDW25,OUT018,1087.0
FDB35,OUT010,-400.9375
DRN11,OUT013,2274.8125
FDF41,OUT019,1985.3125
FDH16,OUT045,1358.8125
NCQ50,OUT018,3078.0
DRH23,OUT018,620.0
DRJ37,OUT013,2435.8125
DRJ24,OUT027,4344.3125
FDY16,OUT035,3108.5
FDQ27,OUT045,1680.8125
FDZ33,OUT045,2290.8125
FDF29,OUT045,2086.8125
FDA08,OUT049,2748.8125
FDG31,OUT046,1076.3125
FDE34,OUT019,969.3125
NCR30,OUT027,2625.3125
FDV33,OUT035,4276.5
DRZ24,OUT018,1629.0
NCL54,OUT035,2894.5
FDR12,OUT049,2894.8125
NCC54,OUT046,3779.8125
DRN59,OUT013,786.8125
FDX50,OUT019,-136.6875
FDV31,OUT027,4274.3125
NCA29,OUT027,4177.3125
FDW60,OUT049,2966.8125
FDX08,OUT017,2999.8125
DRD49,OUT013,3724.8125
FDD33,OUT046,3656.3125
FDW35,OUT013,752.8125
FDJ36,OUT017,1789.8125
FDV51,OUT035,2793.5
FDW36,OUT046,1708.3125
FDH35,OUT046,2631.3125
NCS30,OUT027,3513.3125
FDN49,OUT017,783.8125
FDL08,OUT018,3619.0
FDI09,OUT013,3867.8125
FDP19,OUT018,1776.0
FDU21,OUT010,-1311.9375
NCP41,OUT045,1642.3125
FDY10,OUT013,1839.8125
FDP12,OUT018,395.0
NCN26,OUT049,1957.8125
FDK44,OUT013,2790.8125
FDC28,OUT049,1866.8125
FDJ41,OUT027,5604.3125
NCT29,OUT035,2091.5
NCH42,OUT019,1693.3125
FDU60,OUT018,2431.0
FDS02,OUT045,3033.8125
FDC51,OUT046,2036.3125
FDU03,OUT013,2975.8125
FDX39,OUT045,3331.8125
NCY05,OUT010,-1314.1875
NCL06,OUT027,5521.3125
FDD32,OUT035,1500.5
NCN41,OUT045,1868.3125
NCX53,OUT049,2348.8125
FDU57,OUT019,521.3125
FDQ23,OUT046,1678.3125
FDQ52,OUT045,3845.8125
FDC14,OUT045,664.8125
FDY09,OUT035,2959.5
FDQ28,OUT045,2470.8125
FDV25,OUT046,3502.3125
FDJ07,OUT035,2024.5
DRB25,OUT049,1779.8125
FDK52,OUT019,1676.3125
FDY52,OUT027,2506.3125
FDB28,OUT046,3122.3125
FDT36,OUT035,760.5
FDV25,OUT017,3622.8125
NCN07,OUT027,3511.3125
FDC57,OUT017,3210.8125
FDQ03,OUT018,3511.0
FDU23,OUT017,2773.8125
NCX41,OUT035,3498.5
NCD06,OUT035,887.5
FDW08,OUT045,1636.8125
NCU29,OUT017,2393.3125
NCE06,OUT013,2552.8125
FDV52,OUT010,1.0625
FDB02,OUT017,2965.8125
NCR18,OUT045,642.3125
FDK16,OUT049,1612.8125
NCQ29,OUT010,2125.8125
FDZ01,OUT019,-166.6875
FDW27,OUT035,2673.5
FDD17,OUT018,3484.0
FDW39,OUT013,2912.8125
DRH59,OUT045,1105.8125
FDS52,OUT013,1675.8125
FDU40,OUT027,4543.3125
NCF54,OUT013,2761.8125
FDH46,OUT045,1637.8125
NCP14,OUT049,1725.8125
FDH50,OUT049,3066.8125
DRF15,OUT010,526.0625
FDV27,OUT027,2910.3125
NCJ06,OUT049,1999.8125
FDN02,OUT018,2967.0
FDQ51,OUT049,942.8125
FDQ07,OUT017,3663.8125
FDS45,OUT049,1840.8125
NCJ06,OUT045,1848.3125
FDD36,OUT035,2030.5
FDY25,OUT045,2846.8125
FDU52,OUT046,2468.3125
DRK47,OUT017,3670.8125
NCL30,OUT017,2137.8125
FDN22,OUT035,4161.5
NCF30,OUT027,3421.3125
FDK03,OUT035,4230.5
FDT45,OUT017,1020.8125
NCC54,OUT027,5193.3125
FDP08,OUT018,2849.0
FDU44,OUT046,2641.3125
DRG39,OUT035,1010.5
FDU32,OUT049,2072.8125
FDY27,OUT049,2942.8125
NCP54,OUT013,1986.8125
NCZ41,OUT049,2108.8125
DRL49,OUT013,2296.8125
FDI05,OUT018,994.0
FDY56,OUT045,3554.8125
DRC13,OUT013,2082.8125
NCV29,OUT017,2936.8125
FDR24,OUT049,1584.8125
FDZ34,OUT018,2762.0
FDP37,OUT035,2140.5
FDX08,OUT027,4323.3125
FDS57,OUT045,2180.8125
NCG18,OUT049,1732.8125
FDK25,OUT018,2426.0
FDH53,OUT049,1488.8125
DRI59,OUT018,3246.0
FDA52,OUT046,2844.3125
FDT20,OUT010,-1257.9375
FDE36,OUT019,750.3125
FDI24,OUT017,2869.8125
FDB28,OUT018,2865.0
FDV11,OUT017,2959.8125
FDP01,OUT046,2499.3125
FDD34,OUT027,4034.3125
FDJ50,OUT027,2322.3125
FDZ44,OUT013,1930.8125
DRO59,OUT035,1360.5
DRB48,OUT045,641.8125
FDR21,OUT018,2496.0
NCE42,OUT010,1801.8125
FDO23,OUT046,1491.3125
NCE30,OUT018,3051.0
FDQ22,OUT035,795.5
FDY01,OUT045,1805.8125
FDS08,OUT017,2919.8125
FDG28,OUT018,3678.0
FDQ51,OUT018,599.0
FDB05,OUT017,4031.8125
FDO56,OUT049,2014.8125
FDE02,OUT018,1192.0
FDN45,OUT017,3615.8125
FDS09,OUT013,889.8125
NCA54,OUT018,2579.0
FDP09,OUT010,1455.0625
FDC53,OUT045,1533.8125
NCM55,OUT017,3033.3125
FDL09,OUT018,2433.0
FDA11,OUT019,-383.6875
FDA50,OUT045,1444.8125
FDC23,OUT017,2956.8125
FDE22,OUT049,2626.8125
FDD23,OUT046,3016.3125
NCA29,OUT049,2824.8125
FDK38,OUT046,2349.3125
DRC13,OUT046,1999.3125
NCP43,OUT049,2921.8125
FDX28,OUT049,1710.8125
FDF08,OUT049,1600.8125
FDZ33,OUT046,2373.3125
FDD10,OUT049,2992.8125
FDO58,OUT017,2688.8125
FDI50,OUT017,3799.8125
FDO58,OUT045,2568.8125
FDX08,OUT013,2906.8125
NCK17,OUT010,-1229.1875
FDF39,OUT035,4342.5
FDU45,OUT010,-64.9375
NCJ18,OUT018,1549.0
DRC27,OUT019,1969.3125
DRC25,OUT035,1510.5
FDU59,OUT035,2692.5
FDU28,OUT035,3192.5
NCP30,OUT046,676.8125
FDB39,OUT018,635.0
FDE41,OUT013,1490.8125
DRH11,OUT010,-1014.9375
FDA58,OUT045,3661.8125
FDU50,OUT046,1906.3125
FDM34,OUT013,2102.8125
FDM44,OUT027,3092.3125
FDR39,OUT045,2844.8125
FDM25,OUT045,2768.8125
FDQ49,OUT049,2642.8125
DRH25,OUT018,589.0
FDM09,OUT027,4201.3125
FDL44,OUT019,688.3125
NCR42,OUT018,259.0
DRL59,OUT046,864.3125
FDX43,OUT013,2714.8125
DRK47,OUT010,1647.0625
FDU48,OUT018,1821.0
FDY12,OUT045,800.8125
NCN43,OUT018,1671.0
NCM55,OUT018,2613.0
FDQ21,OUT027,3435.3125
FDX13,OUT035,4108.5
NCK30,OUT027,5421.3125
FDG20,OUT049,2912.8125
DRG27,OUT017,756.8125
FDY14,OUT018,3880.0
FDP59,OUT035,1842.5
FDU60,OUT017,2841.8125
NCC18,OUT019,769.3125
DRJ39,OUT017,3539.8125
FDS07,OUT049,1920.8125
FDM08,OUT027,5022.3125
FDP51,OUT045,1900.8125
FDU16,OUT035,1537.5
FDH12,OUT013,1730.8125
DRE48,OUT010,1200.0625
NCL42,OUT027,5291.3125
FDR21,OUT045,2743.8125
NCW29,OUT035,2221.5
FDO11,OUT013,4036.8125
NCM31,OUT049,2326.8125
FDV35,OUT019,548.3125
FDF58,OUT017,1133.8125
NCE43,OUT049,2744.8125
FDA02,OUT035,2488.5
DRL37,OUT010,-1170.9375
FDR24,OUT018,1242.0
FDW59,OUT049,1454.8125
FDS22,OUT049,912.8125
FDW24,OUT017,929.8125
FDU24,OUT035,1715.5
FDA21,OUT027,4425.3125
FDH58,OUT027,3344.3125
