Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ02,OUT035,1554.0070756410255
FDL46,OUT045,1874.430959859155
FDS60,OUT027,5669.163351428564
NCO06,OUT017,552.5502107784428
FDO16,OUT035,1364.0491539906104
FDC60,OUT049,1443.524701863354
FDA48,OUT018,3327.9525829268287
FDZ36,OUT027,5669.163351428564
FDK27,OUT045,2202.2990201117304
FDW23,OUT018,637.5735090128755
FDM14,OUT018,1509.432312918659
FDM14,OUT013,1722.3316111731867
FDW60,OUT018,2736.9684298755183
FDE21,OUT013,1874.430959859155
NCM42,OUT035,1722.3316111731867
FDY59,OUT010,230.00859181286546
DRI49,OUT049,1248.223345555555
FDT28,OUT019,384.48867398374017
FDQ22,OUT018,637.5735090128755
FDR60,OUT049,1248.223345555555
FDC50,OUT019,230.00859181286546
FDV24,OUT013,2346.648786938775
DRF48,OUT010,542.9755395973151
FDQ47,OUT046,552.5502107784428
DRN36,OUT049,1509.432312918659
NCY06,OUT035,2054.2157066202067
FDE52,OUT035,1364.0491539906104
NCB54,OUT045,2054.2157066202067
NCF31,OUT035,2539.3942358778622
FDJ08,OUT027,5669.163351428564
NCC07,OUT017,1722.3316111731867
NCD19,OUT027,1378.263185276074
FDL46,OUT049,1874.430959859155
FDM20,OUT045,4109.900606217616
NCI06,OUT010,384.48867398374017
DRM11,OUT035,4333.891515923568
NCH07,OUT018,2346.648786938775
FDS23,OUT013,1936.508247826087
FDO49,OUT018,754.5960957264956
FDS35,OUT049,1103.186213333333
DRK39,OUT045,1364.0491539906104
DRI39,OUT049,876.3205797979806
FDV04,OUT017,2384.015126168224
NCN14,OUT035,2880.969561363636
FDH08,OUT013,4109.900606217616
FDS20,OUT046,3389.226979354837
FDV40,OUT049,1103.186213333333
FDZ48,OUT010,230.00859181286546
FDS24,OUT027,2513.079854666666
FDK44,OUT049,2997.4076790419163
FDS48,OUT045,2539.3942358778622
FDK26,OUT010,542.9755395973151
FDD23,OUT045,3087.50751128205
NCH54,OUT017,2811.181403212852
NCP14,OUT010,230.00859181286546
FDM60,OUT010,130.33349056603774
FDV24,OUT017,2384.015126168224
FDH08,OUT018,3327.9525829268287
FDS12,OUT027,3175.335988157896
FDR39,OUT027,5669.163351428564
FDP12,OUT027,1378.263185276074
DRF60,OUT027,5669.163351428564
FDC09,OUT035,1722.3316111731867
FDF50,OUT018,3087.50751128205
FDG28,OUT035,4109.900606217616
NCE19,OUT017,876.3205797979806
NCM53,OUT010,230.00859181286546
NCN18,OUT049,1509.432312918659
FDF32,OUT035,3087.50751128205
FDF11,OUT013,4109.900606217616
DRI59,OUT049,3753.000099363057
NCG54,OUT035,2811.181403212852
FDM44,OUT046,1722.3316111731867
FDT57,OUT018,3327.9525829268287
FDV24,OUT046,2384.015126168224
FDI50,OUT019,542.9755395973151
FDS09,OUT035,754.5960957264956
NCC31,OUT027,4117.317712631579
FDQ07,OUT019,542.9755395973151
FDC22,OUT017,3087.50751128205
FDZ56,OUT046,2811.181403212852
FDZ40,OUT019,130.33349056603774
FDS46,OUT027,3175.335988157896
DRD24,OUT045,2202.2990201117304
FDV45,OUT017,3087.50751128205
FDL26,OUT045,2539.3942358778622
FDA56,OUT018,1936.508247826087
FDN27,OUT046,1874.430959859155
FDM20,OUT049,4109.900606217616
FDO16,OUT017,1364.0491539906104
FDL03,OUT035,2880.969561363636
FDE58,OUT046,1874.430959859155
FDI02,OUT027,3175.335988157896
NCC55,OUT019,130.33349056603774
FDR03,OUT018,3327.9525829268287
FDB14,OUT017,1364.0491539906104
FDR45,OUT013,4109.900606217616
NCN07,OUT017,2202.2990201117304
FDM51,OUT019,230.00859181286546
FDT52,OUT027,5669.163351428564
FDL26,OUT046,2539.3942358778622
NCZ42,OUT046,4109.900606217616
DRI47,OUT019,384.48867398374017
FDW40,OUT013,1936.508247826087
FDN34,OUT046,2811.181403212852
FDS01,OUT035,2736.9684298755183
NCG55,OUT045,1874.430959859155
FDC11,OUT035,1364.0491539906104
FDX35,OUT018,3327.9525829268287
NCB06,OUT046,2811.181403212852
FDR09,OUT019,542.9755395973151
FDC53,OUT017,1554.0070756410255
FDY45,OUT013,4105.140110975608
FDA22,OUT010,384.48867398374017
FDE02,OUT035,1554.0070756410255
FDW21,OUT045,1722.3316111731867
FDV34,OUT046,1103.186213333333
FDS59,OUT049,1509.432312918659
NCW17,OUT017,2202.2990201117304
NCK54,OUT046,1874.430959859155
FDG17,OUT019,542.9755395973151
FDG35,OUT017,2997.4076790419163
FDD08,OUT010,130.33349056603774
NCO07,OUT017,3753.000099363057
FDJ10,OUT010,286.41777051282025
FDW36,OUT017,1722.3316111731867
FDW21,OUT010,230.00859181286546
FDY19,OUT017,1874.430959859155
DRE03,OUT013,754.5960957264956
NCC55,OUT049,637.5735090128755
FDH52,OUT010,130.33349056603774
FDO09,OUT017,4105.140110975608
FDU43,OUT045,4109.900606217616
FDX09,OUT010,384.48867398374017
FDH40,OUT019,230.00859181286546
FDW58,OUT017,1722.3316111731867
FDC47,OUT017,3593.1412351254503
NCR41,OUT035,1554.0070756410255
DRG49,OUT035,3593.1412351254503
FDC52,OUT027,4117.317712631579
FDY13,OUT046,1103.186213333333
FDY35,OUT013,637.5735090128755
FDI35,OUT017,3389.226979354837
NCU18,OUT049,2054.2157066202067
FDY33,OUT018,2346.648786938775
FDC15,OUT027,4117.317712631579
FDU01,OUT049,2880.969561363636
NCU42,OUT046,2811.181403212852
NCV29,OUT018,2736.9684298755183
NCY30,OUT017,2880.969561363636
FDQ46,OUT049,1509.432312918659
FDG58,OUT027,4117.317712631579
FDK33,OUT017,3753.000099363057
NCD07,OUT045,1874.430959859155
NCX29,OUT027,4117.317712631579
NCT42,OUT013,2346.648786938775
DRN59,OUT035,754.5960957264956
FDI44,OUT035,1364.0491539906104
FDA45,OUT049,2736.9684298755183
FDP31,OUT045,1103.186213333333
FDY01,OUT046,1874.430959859155
FDT09,OUT018,1936.508247826087
DRH03,OUT027,2513.079854666666
FDA36,OUT018,3087.50751128205
NCF31,OUT017,2539.3942358778622
FDG14,OUT049,2539.3942358778622
FDG28,OUT027,5669.163351428564
FDU14,OUT049,4105.140110975608
FDY47,OUT019,286.41777051282025
FDI56,OUT049,1443.524701863354
DRD01,OUT013,876.3205797979806
FDM22,OUT046,876.3205797979806
FDH33,OUT013,637.5735090128755
DRZ24,OUT013,1874.430959859155
NCQ38,OUT046,1722.3316111731867
FDO16,OUT027,2513.079854666666
FDU07,OUT027,4117.317712631579
NCB07,OUT013,2880.969561363636
FDU48,OUT045,2054.2157066202067
NCM43,OUT045,2811.181403212852
FDR31,OUT010,384.48867398374017
DRK49,OUT018,637.5735090128755
NCI30,OUT010,542.9755395973151
DRD60,OUT017,3389.226979354837
NCG19,OUT046,3593.1412351254503
FDH12,OUT035,1722.3316111731867
FDM32,OUT035,1364.0491539906104
FDM27,OUT035,2539.3942358778622
NCU53,OUT027,4117.317712631579
NCQ18,OUT046,1554.0070756410255
FDS10,OUT013,2736.9684298755183
FDB33,OUT027,4117.317712631579
FDI12,OUT013,1248.223345555555
NCW42,OUT013,3753.000099363057
NCC06,OUT018,1936.508247826087
FDW02,OUT017,2202.2990201117304
NCD43,OUT017,1722.3316111731867
FDM57,OUT018,1248.223345555555
FDA58,OUT017,3593.1412351254503
FDK56,OUT046,3389.226979354837
FDP52,OUT045,4109.900606217616
FDW20,OUT018,1936.508247826087
FDS52,OUT049,1509.432312918659
NCT29,OUT018,1936.508247826087
NCL54,OUT013,2736.9684298755183
FDC05,OUT045,3087.50751128205
FDF34,OUT035,3087.50751128205
FDP03,OUT027,3175.335988157896
FDD32,OUT010,230.00859181286546
FDZ10,OUT045,2054.2157066202067
FDZ40,OUT035,876.3205797979806
FDD51,OUT018,637.5735090128755
NCY30,OUT019,384.48867398374017
FDP58,OUT017,3593.1412351254503
FDV49,OUT017,4333.891515923568
FDY24,OUT019,130.33349056603774
NCO55,OUT017,1722.3316111731867
FDR13,OUT017,1874.430959859155
FDS51,OUT017,876.3205797979806
FDP26,OUT045,1722.3316111731867
NCB54,OUT027,3175.335988157896
FDF32,OUT017,3087.50751128205
FDN31,OUT018,3087.50751128205
DRM48,OUT017,552.5502107784428
FDN20,OUT049,2811.181403212852
DRL01,OUT046,3593.1412351254503
FDV56,OUT049,1509.432312918659
DRH13,OUT027,3175.335988157896
FDA03,OUT017,2539.3942358778622
FDF47,OUT027,5669.163351428564
FDX32,OUT046,2539.3942358778622
FDX57,OUT049,1509.432312918659
NCA30,OUT045,2880.969561363636
FDO49,OUT013,754.5960957264956
FDL04,OUT019,230.00859181286546
DRM48,OUT035,552.5502107784428
FDR16,OUT013,3593.1412351254503
NCC19,OUT018,3087.50751128205
NCE42,OUT045,4109.900606217616
FDY24,OUT017,876.3205797979806
FDH19,OUT049,2736.9684298755183
FDJ46,OUT013,2997.4076790419163
FDN45,OUT010,542.9755395973151
FDY08,OUT035,2054.2157066202067
FDZ37,OUT035,1364.0491539906104
NCT30,OUT045,754.5960957264956
DRY23,OUT018,637.5735090128755
NCZ30,OUT018,1936.508247826087
FDC44,OUT018,1874.430959859155
FDB45,OUT035,1722.3316111731867
FDY04,OUT013,2346.648786938775
FDM27,OUT046,2811.181403212852
FDZ43,OUT017,4109.900606217616
FDT39,OUT019,384.48867398374017
NCC06,OUT019,286.41777051282025
FDL15,OUT027,4117.317712631579
FDL57,OUT017,4333.891515923568
FDU08,OUT046,1554.0070756410255
FDK40,OUT017,4105.140110975608
FDQ12,OUT010,542.9755395973151
FDS48,OUT017,2539.3942358778622
FDP09,OUT045,3753.000099363057
FDW21,OUT049,1509.432312918659
FDY25,OUT035,3389.226979354837
DRE13,OUT017,1443.524701863354
FDV43,OUT019,130.33349056603774
FDD22,OUT045,1722.3316111731867
FDM46,OUT019,230.00859181286546
NCO30,OUT010,542.9755395973151
FDM25,OUT046,2997.4076790419163
NCN41,OUT049,2054.2157066202067
FDU24,OUT045,1364.0491539906104
FDZ50,OUT046,3389.226979354837
FDP45,OUT013,4333.891515923568
NCM54,OUT045,2054.2157066202067
FDW10,OUT019,384.48867398374017
FDP20,OUT017,2054.2157066202067
FDK32,OUT046,2539.3942358778622
FDN52,OUT049,1248.223345555555
FDM58,OUT045,1722.3316111731867
FDZ46,OUT027,3175.335988157896
NCA18,OUT018,1874.430959859155
FDD35,OUT046,2202.2990201117304
NCK31,OUT035,754.5960957264956
FDI40,OUT027,2513.079854666666
FDT50,OUT019,230.00859181286546
NCT06,OUT046,2811.181403212852
FDT31,OUT035,2880.969561363636
FDT45,OUT049,876.3205797979806
FDT13,OUT045,3087.50751128205
FDO50,OUT045,1364.0491539906104
NCU18,OUT010,286.41777051282025
NCR54,OUT049,3087.50751128205
NCO18,OUT018,2736.9684298755183
FDU09,OUT045,876.3205797979806
FDT13,OUT018,3087.50751128205
FDE09,OUT046,1722.3316111731867
NCK53,OUT019,230.00859181286546
FDG45,OUT049,3593.1412351254503
DRH15,OUT035,637.5735090128755
FDO21,OUT019,542.9755395973151
FDD14,OUT027,5669.163351428564
FDC09,OUT046,1722.3316111731867
FDH45,OUT027,1378.263185276074
FDV32,OUT046,1103.186213333333
FDG12,OUT035,1874.430959859155
FDS32,OUT013,1936.508247826087
NCL55,OUT018,3327.9525829268287
DRE01,OUT035,3593.1412351254503
DRE15,OUT049,1248.223345555555
NCL42,OUT045,4109.900606217616
FDP31,OUT013,1103.186213333333
FDN33,OUT018,1248.223345555555
FDZ59,OUT046,2384.015126168224
FDE45,OUT010,384.48867398374017
FDJ07,OUT013,1874.430959859155
FDQ45,OUT018,3389.226979354837
FDM33,OUT027,5669.163351428564
FDO15,OUT010,130.33349056603774
FDM46,OUT013,1443.524701863354
FDR03,OUT045,3753.000099363057
FDY49,OUT018,2346.648786938775
FDQ60,OUT045,1874.430959859155
FDW10,OUT049,2736.9684298755183
FDO51,OUT049,637.5735090128755
FDJ40,OUT018,1509.432312918659
FDS20,OUT018,3389.226979354837
FDU45,OUT013,1874.430959859155
FDV02,OUT035,2811.181403212852
FDN09,OUT046,4109.900606217616
NCM55,OUT027,5669.163351428564
FDN23,OUT018,2346.648786938775
FDY31,OUT010,384.48867398374017
FDW03,OUT010,230.00859181286546
FDD14,OUT046,2880.969561363636
FDV23,OUT017,2054.2157066202067
DRI03,OUT045,2736.9684298755183
FDN13,OUT035,1554.0070756410255
FDF45,OUT027,1378.263185276074
FDU46,OUT035,1364.0491539906104
FDB57,OUT049,3753.000099363057
FDV12,OUT049,1509.432312918659
FDQ58,OUT013,2346.648786938775
NCA18,OUT017,1874.430959859155
FDH52,OUT049,876.3205797979806
FDM24,OUT018,2346.648786938775
NCP43,OUT027,5669.163351428564
NCO18,OUT019,384.48867398374017
FDM32,OUT017,1364.0491539906104
NCL07,OUT017,552.5502107784428
FDK03,OUT013,4333.891515923568
FDP59,OUT017,1722.3316111731867
FDQ24,OUT049,4105.140110975608
FDQ16,OUT018,1509.432312918659
FDU44,OUT013,2346.648786938775
FDH28,OUT010,130.33349056603774
FDV28,OUT019,130.33349056603774
FDM22,OUT045,876.3205797979806
FDR56,OUT046,3087.50751128205
FDV39,OUT049,3087.50751128205
FDU37,OUT019,130.33349056603774
FDQ11,OUT010,542.9755395973151
FDX02,OUT045,3753.000099363057
NCS42,OUT018,1248.223345555555
FDY57,OUT027,2513.079854666666
FDB21,OUT049,3593.1412351254503
FDE28,OUT017,3593.1412351254503
FDQ55,OUT017,1874.430959859155
FDA48,OUT049,3593.1412351254503
FDZ19,OUT045,2997.4076790419163
NCC43,OUT045,4105.140110975608
NCV18,OUT046,1443.524701863354
NCA42,OUT018,2346.648786938775
FDY45,OUT046,4105.140110975608
NCC30,OUT045,2736.9684298755183
FDM57,OUT013,1443.524701863354
FDL09,OUT010,384.48867398374017
FDB09,OUT027,3175.335988157896
FDT44,OUT035,1874.430959859155
NCT06,OUT027,4117.317712631579
FDX26,OUT049,3389.226979354837
FDK32,OUT013,2346.648786938775
DRA12,OUT046,2202.2990201117304
FDO46,OUT010,542.9755395973151
FDE52,OUT013,1248.223345555555
NCH42,OUT045,4109.900606217616
FDV08,OUT035,637.5735090128755
FDB47,OUT018,3327.9525829268287
FDC28,OUT010,230.00859181286546
FDD22,OUT046,1874.430959859155
FDS07,OUT027,3175.335988157896
DRI13,OUT045,3753.000099363057
FDG32,OUT018,3327.9525829268287
FDU14,OUT017,4105.140110975608
FDD28,OUT019,130.33349056603774
NCP41,OUT017,1722.3316111731867
FDS08,OUT049,2736.9684298755183
FDX47,OUT045,2384.015126168224
FDC53,OUT019,230.00859181286546
FDQ19,OUT035,4109.900606217616
FDL14,OUT045,2384.015126168224
FDM33,OUT019,542.9755395973151
FDA51,OUT045,1874.430959859155
FDZ27,OUT018,754.5960957264956
FDT04,OUT046,637.5735090128755
DRC13,OUT049,2202.2990201117304
FDR16,OUT027,5669.163351428564
FDQ03,OUT027,5669.163351428564
FDE38,OUT035,2384.015126168224
DRH23,OUT027,1378.263185276074
FDT11,OUT019,542.9755395973151
FDD09,OUT035,2736.9684298755183
FDR40,OUT045,1364.0491539906104
FDX07,OUT017,2880.969561363636
FDR07,OUT035,1554.0070756410255
FDA51,OUT017,1874.430959859155
FDT59,OUT019,542.9755395973151
FDF20,OUT017,3087.50751128205
FDR13,OUT045,1874.430959859155
FDY26,OUT049,3753.000099363057
FDW04,OUT017,2054.2157066202067
FDK52,OUT017,3593.1412351254503
FDN60,OUT049,2811.181403212852
FDM09,OUT019,384.48867398374017
FDP46,OUT049,1248.223345555555
FDB50,OUT019,130.33349056603774
NCQ29,OUT049,4105.140110975608
FDP16,OUT027,5669.163351428564
FDX33,OUT018,2346.648786938775
FDP07,OUT010,542.9755395973151
FDN22,OUT046,4105.140110975608
FDF39,OUT049,4105.140110975608
FDS21,OUT017,876.3205797979806
NCM42,OUT013,1722.3316111731867
FDK50,OUT019,384.48867398374017
DRF13,OUT027,4117.317712631579
FDH35,OUT018,2346.648786938775
FDP60,OUT018,1509.432312918659
DRJ49,OUT027,3175.335988157896
NCT42,OUT019,384.48867398374017
FDE38,OUT049,2384.015126168224
FDI04,OUT049,3087.50751128205
NCH54,OUT045,2811.181403212852
FDT56,OUT049,876.3205797979806
DRD15,OUT018,3327.9525829268287
FDV58,OUT013,2880.969561363636
FDP21,OUT049,3087.50751128205
FDH05,OUT013,3593.1412351254503
FDR10,OUT027,4117.317712631579
NCP06,OUT045,2539.3942358778622
FDF33,OUT049,1509.432312918659
DRK37,OUT013,3087.50751128205
DRH49,OUT045,1364.0491539906104
FDT58,OUT013,2346.648786938775
FDD41,OUT018,1509.432312918659
FDP40,OUT018,1509.432312918659
FDM51,OUT027,2513.079854666666
FDO45,OUT010,230.00859181286546
FDW33,OUT010,230.00859181286546
FDY24,OUT045,876.3205797979806
FDB10,OUT010,542.9755395973151
FDM40,OUT035,2054.2157066202067
NCI06,OUT017,3389.226979354837
FDW12,OUT019,384.48867398374017
FDX48,OUT027,4117.317712631579
NCW05,OUT027,3175.335988157896
FDX27,OUT017,1554.0070756410255
DRM37,OUT045,3087.50751128205
FDA38,OUT045,4109.900606217616
FDR36,OUT046,637.5735090128755
FDZ45,OUT046,3087.50751128205
FDG05,OUT017,2811.181403212852
FDK28,OUT013,4333.891515923568
FDV47,OUT045,1364.0491539906104
FDN21,OUT045,2811.181403212852
FDP20,OUT027,3175.335988157896
FDI35,OUT045,3389.226979354837
DRY23,OUT013,637.5735090128755
FDA56,OUT017,2202.2990201117304
FDB09,OUT013,1936.508247826087
NCO26,OUT027,3175.335988157896
FDQ49,OUT018,2346.648786938775
FDI52,OUT027,3175.335988157896
FDZ44,OUT027,3175.335988157896
FDZ09,OUT018,2346.648786938775
FDY03,OUT049,1874.430959859155
NCG42,OUT017,2202.2990201117304
DRI13,OUT027,5669.163351428564
FDQ32,OUT013,1936.508247826087
FDW16,OUT035,1443.524701863354
FDU27,OUT046,754.5960957264956
FDR28,OUT010,384.48867398374017
FDQ49,OUT010,384.48867398374017
FDS37,OUT046,1874.430959859155
FDW26,OUT018,3327.9525829268287
FDX12,OUT018,3327.9525829268287
NCP06,OUT013,2346.648786938775
FDW45,OUT010,384.48867398374017
NCN30,OUT049,1509.432312918659
FDN24,OUT049,876.3205797979806
NCL41,OUT027,1378.263185276074
FDR02,OUT019,230.00859181286546
FDD09,OUT010,384.48867398374017
FDS33,OUT010,230.00859181286546
FDU22,OUT045,2054.2157066202067
FDI53,OUT013,2346.648786938775
DRH01,OUT049,2736.9684298755183
FDX32,OUT013,1936.508247826087
NCP30,OUT018,637.5735090128755
FDB60,OUT045,3087.50751128205
FDB14,OUT049,1248.223345555555
NCP02,OUT035,876.3205797979806
FDJ10,OUT017,2054.2157066202067
FDG34,OUT046,1722.3316111731867
NCB18,OUT017,1443.524701863354
FDM16,OUT049,1103.186213333333
FDW25,OUT018,1248.223345555555
FDB35,OUT010,230.00859181286546
DRN11,OUT013,1936.508247826087
FDF41,OUT019,542.9755395973151
FDH16,OUT045,1364.0491539906104
NCQ50,OUT018,3327.9525829268287
DRH23,OUT018,876.3205797979806
DRJ37,OUT013,2346.648786938775
DRJ24,OUT027,5669.163351428564
FDY16,OUT035,2880.969561363636
FDQ27,OUT045,1722.3316111731867
FDZ33,OUT045,2539.3942358778622
FDF29,OUT045,2202.2990201117304
FDA08,OUT049,2811.181403212852
FDG31,OUT046,1103.186213333333
FDE34,OUT019,542.9755395973151
NCR30,OUT027,1378.263185276074
FDV33,OUT035,4105.140110975608
DRZ24,OUT018,1936.508247826087
NCL54,OUT035,2997.4076790419163
FDR12,OUT049,2997.4076790419163
NCC54,OUT046,3593.1412351254503
DRN59,OUT013,754.5960957264956
FDX50,OUT019,230.00859181286546
FDV31,OUT027,5669.163351428564
NCA29,OUT027,4117.317712631579
FDW60,OUT049,2736.9684298755183
FDX08,OUT017,3389.226979354837
DRD49,OUT013,3593.1412351254503
FDD33,OUT046,3593.1412351254503
FDW35,OUT013,637.5735090128755
FDJ36,OUT017,1722.3316111731867
FDV51,OUT035,2811.181403212852
FDW36,OUT046,1722.3316111731867
FDH35,OUT046,2811.181403212852
NCS30,OUT027,3175.335988157896
FDN49,OUT017,637.5735090128755
FDL08,OUT018,3327.9525829268287
FDI09,OUT013,3593.1412351254503
FDP19,OUT018,1936.508247826087
FDU21,OUT010,130.33349056603774
NCP41,OUT045,1722.3316111731867
FDY10,OUT013,1874.430959859155
FDP12,OUT018,552.5502107784428
NCN26,OUT049,1874.430959859155
FDK44,OUT013,2997.4076790419163
FDC28,OUT049,1509.432312918659
FDJ41,OUT027,5669.163351428564
NCT29,OUT035,2054.2157066202067
NCH42,OUT019,542.9755395973151
FDU60,OUT018,2346.648786938775
FDS02,OUT045,3087.50751128205
FDC51,OUT046,2202.2990201117304
FDU03,OUT013,2880.969561363636
FDX39,OUT045,3753.000099363057
NCY05,OUT010,130.33349056603774
NCL06,OUT027,5669.163351428564
FDD32,OUT035,1364.0491539906104
NCN41,OUT045,2054.2157066202067
NCX53,OUT049,2202.2990201117304
FDU57,OUT019,384.48867398374017
FDQ23,OUT046,1722.3316111731867
FDQ52,OUT045,4333.891515923568
FDC14,OUT045,637.5735090128755
FDY09,OUT035,2736.9684298755183
FDQ28,OUT045,2539.3942358778622
FDV25,OUT046,3753.000099363057
FDJ07,OUT035,1874.430959859155
DRB25,OUT049,1509.432312918659
FDK52,OUT019,542.9755395973151
FDY52,OUT027,1378.263185276074
FDB28,OUT046,3087.50751128205
FDT36,OUT035,552.5502107784428
FDV25,OUT017,3753.000099363057
NCN07,OUT027,3175.335988157896
FDC57,OUT017,2880.969561363636
FDQ03,OUT018,3327.9525829268287
FDU23,OUT017,2811.181403212852
NCX41,OUT035,3753.000099363057
NCD06,OUT035,754.5960957264956
FDW08,OUT045,1722.3316111731867
NCU29,OUT017,2384.015126168224
NCE06,OUT013,2346.648786938775
FDV52,OUT010,286.41777051282025
FDB02,OUT017,2736.9684298755183
NCR18,OUT045,637.5735090128755
FDK16,OUT049,1509.432312918659
NCQ29,OUT010,542.9755395973151
FDZ01,OUT019,230.00859181286546
FDW27,OUT035,2384.015126168224
FDD17,OUT018,3327.9525829268287
FDW39,OUT013,2736.9684298755183
DRH59,OUT045,1103.186213333333
FDS52,OUT013,1722.3316111731867
FDU40,OUT027,5669.163351428564
NCF54,OUT013,2997.4076790419163
FDH46,OUT045,1722.3316111731867
NCP14,OUT049,1509.432312918659
FDH50,OUT049,3389.226979354837
DRF15,OUT010,384.48867398374017
FDV27,OUT027,2513.079854666666
NCJ06,OUT049,2202.2990201117304
FDN02,OUT018,3327.9525829268287
FDQ51,OUT049,754.5960957264956
FDQ07,OUT017,3593.1412351254503
FDS45,OUT049,1509.432312918659
NCJ06,OUT045,2202.2990201117304
FDD36,OUT035,1874.430959859155
FDY25,OUT045,3389.226979354837
FDU52,OUT046,2384.015126168224
DRK47,OUT017,3593.1412351254503
NCL30,OUT017,2054.2157066202067
FDN22,OUT035,4105.140110975608
NCF30,OUT027,3175.335988157896
FDK03,OUT035,4333.891515923568
FDT45,OUT017,876.3205797979806
NCC54,OUT027,5669.163351428564
FDP08,OUT018,2880.969561363636
FDU44,OUT046,2811.181403212852
DRG39,OUT035,876.3205797979806
FDU32,OUT049,2202.2990201117304
FDY27,OUT049,2736.9684298755183
NCP54,OUT013,1936.508247826087
NCZ41,OUT049,2054.2157066202067
DRL49,OUT013,1936.508247826087
